genre,mea0,std0,min0,max0,skw0,kur0,mea1,std1,min1,max1,skw1,kur1,mea2,std2,min2,max2,skw2,kur2,mea3,std3,min3,max3,skw3,kur3,mea4,std4,min4,max4,skw4,kur4,mea5,std5,min5,max5,skw5,kur5,mea6,std6,min6,max6,skw6,kur6,mea7,std7,min7,max7,skw7,kur7,mea8,std8,min8,max8,skw8,kur8,mea9,std9,min9,max9,skw9,kur9,mea10,std10,min10,max10,skw10,kur10,mea11,std11,min11,max11,skw11,kur11
classical,33.7405450933873,17.4061960424656,-96.0092620849609,83.2760314941406,-0.705123362494759,4.08548768901887,22.8159524078547,5.10219183028721,7.02569484710693,38.1555633544922,0.266826819277934,-0.460547777230914,9.81528345859732,2.7381961788469,1.07778906822205,18.0534038543701,-0.029286911612948,-0.079090795931228,-6.45439689735966,2.82344010252197,-16.1931076049805,-0.439789801836014,-0.286446204152495,-0.223615152563852,7.56430752917933,3.18704104826202,-1.12311947345734,17.1692581176758,0.254297378975023,-0.164716546732725,-8.53184697118913,3.30279454330793,-20.0548801422119,-1.15006172657013,-0.2910176883588,-0.328365709428769,5.46346417145071,2.67459047090962,-1.85929560661316,14.3196315765381,0.229394801930239,-0.116863374799865,-5.71088122587994,1.95386462221006,-11.6514978408813,-0.015429737046361,0.03617627552177,-0.32787929223492,3.71728796369093,1.90076931700351,-2.89951491355896,8.65744113922119,-0.12461225825346,-0.148684341122181,-2.74499802711629,2.19267603844926,-10.8508033752441,5.30177927017212,0.272496626491643,0.679258030621677,4.3128103338445,1.90638483250911,-3.56453156471252,10.2087135314941,-0.312769212269845,0.376399765645187,-3.59598628889939,1.63532473595659,-9.0257511138916,1.73041462898254,0.114757656504758,0.424690084341949
classical,21.1832897457966,15.7929132064777,-73.2130355834961,62.5967140197754,-0.47088006283564,1.20769473504424,22.7521395772002,5.58701232174882,10.0523548126221,42.5365524291992,0.222419936048364,-0.347992322628512,11.230400298917,2.86268563526055,1.87816262245178,19.1271629333496,-0.100810677450286,0.057977075232679,-5.11673307750851,2.94982408518456,-14.9987955093384,1.93626964092255,-0.328534170804949,0.125285677230103,7.93649159156999,3.25617455825703,0.646328389644623,18.9239253997803,0.418718528297187,-0.107088290799245,-8.23058562213772,3.23943221352734,-18.3255138397217,0.591628968715668,-0.215772564969304,-0.099073743868897,4.1809049065815,3.25502001138264,-3.14171981811523,14.4710397720337,0.348700287478211,-0.31979445773175,-6.26415582429618,2.32026782613684,-12.8517951965332,-0.046674612909556,0.14430204704023,-0.565740175022993,4.01476443076809,1.90232058784776,-1.46272742748261,10.0414180755615,0.071454263268132,-0.162412195130611,-3.41424641905374,1.97592556233692,-9.18517780303955,4.25021839141846,0.121467792947659,0.480503118637769,4.81786492346504,1.76390749087056,-1.26201236248016,9.77389335632324,-0.173406132117932,0.103660477615302,-4.01800502588063,1.40121712832972,-7.73669624328613,1.88774824142456,0.153623196474753,0.075157984613345
classical,43.1309914321855,13.5321939885021,-69.9927368164063,76.792236328125,-0.817903383693011,5.23771067777024,22.0080812058065,4.81853929969032,11.1508674621582,37.0533409118652,0.343704247771759,-0.347320222113682,9.5376953801864,2.56958748907051,1.83307778835297,18.141637802124,0.189717563937312,-0.003981752919567,-5.9172279054349,2.72087006347105,-14.7347011566162,0.52933657169342,-0.137713325682706,-0.360876562120228,8.25569466643183,3.01187478821606,1.76218795776367,18.7075595855713,0.451357705705209,-0.13061507383226,-8.06555228514321,3.08289838228536,-20.5013828277588,-0.963096022605896,-0.377779697421068,0.275575339287655,5.35132825576579,2.77848242746909,-1.74344146251678,14.4661102294922,0.282044113866123,-0.006559213796852,-5.58333424390962,1.89353529741843,-12.3718223571777,-0.97430294752121,-0.186767039164561,-0.105151857939813,3.95855433747005,1.87966531645288,-1.79959893226624,8.94687366485596,-0.060984479619326,-0.172484163565784,-2.52128183293613,1.91073659518346,-8.36409664154053,4.89641094207764,0.459117477549201,0.592667696110475,4.4914199011433,1.72490335013719,-1.87632668018341,8.74949550628662,-0.520197184825815,0.515665870536153,-3.2750376953788,1.39998161717167,-7.90586853027344,1.52834522724152,0.265529618461408,0.321332026139903
classical,20.3042895400247,26.9718399982921,-123.409927368164,81.6137008666992,-0.990455456775302,1.36299268590182,23.4797102390334,6.22352588457583,6.06375455856323,43.0281753540039,0.303444163549579,-0.400386923821527,7.67288329985729,3.79317936785517,-4.69454908370972,18.169979095459,-0.442899024936465,0.067205546327966,-8.30873245256845,3.18654121781193,-18.4231204986572,0.040596190840006,-0.140165903379151,-0.225156087770551,7.91852290968216,3.6526298019688,-0.495139420032501,19.2046241760254,0.408472328492543,-0.312607284057587,-7.71833022042762,2.80774999485252,-17.5105819702148,0.736096382141113,-0.377598295823495,0.156943779820874,3.85672874072307,2.7835107054014,-2.87414169311523,14.5764932632446,0.512465373823447,0.370273621237072,-6.15372159383801,2.25308289202811,-12.6494855880737,-0.014536617323756,0.074798504476736,-0.357089039757467,5.43549304781265,2.0834039386044,-1.54263389110565,11.074670791626,0.012562498852997,-0.361207095066687,-2.53880251551502,2.08449231957821,-8.03026866912842,5.446373462677,0.419360714679321,0.355720669202231,5.78796381299969,2.13926505095404,-1.8422600030899,11.6414604187012,-0.326953596339177,0.394643323048485,-3.68802419875066,1.72798264120811,-10.2955102920532,1.66969573497772,-0.12847587073533,0.326223586316001
classical,43.3205950541146,14.7023778384642,-122.864768981934,85.5764541625977,-1.70289830737529,18.0612779491809,22.5081523302138,4.68995690389912,7.67594385147095,37.232593536377,0.055407807024274,-0.254414167339102,7.56020758767007,2.9701887750418,-3.32099962234497,14.9064474105835,-0.502851622617642,0.261567489320589,-7.77707658102138,2.64820693663018,-16.0504016876221,0.773303329944611,0.05006246997011,0.04712673363229,7.89920994711555,3.20057546625263,-0.119047351181507,20.7543296813965,0.31635583705496,0.21732420273633,-7.82498021417731,3.00038582075817,-18.207576751709,-0.073485277593136,-0.433005349486734,-0.033118814331003,5.62192388008432,2.69846235025751,-2.1273729801178,15.0250625610352,0.311732825376057,-0.132697152166721,-5.51443308008924,1.97961091295511,-10.9203987121582,2.17830371856689,0.316402189820958,0.276969684156072,4.08663681557222,2.04351377916841,-1.70732688903809,9.41504287719727,-0.148062526164926,-0.400039626562807,-2.79287160208281,2.27985475210854,-9.04251670837402,4.06031942367554,0.129984441420341,-0.031711772922602,2.94772864413725,2.59818323821069,-7.54431486129761,11.0539817810059,-0.059784527375529,0.082114192407775,-4.47207416501005,1.87948189878102,-10.774661064148,2.63846778869629,0.028667343195766,0.286532516878582
classical,30.9248771367023,33.6617153351976,-94.0551223754883,78.6407623291016,-1.17765053887246,0.473445985172035,22.8764937243912,5.26478147784746,9.95083904266357,38.6564140319824,0.297457033594253,-0.330596784609206,9.1353888266145,3.0271420154516,-1.16918289661407,17.5990447998047,-0.353491851448948,-0.004108708645566,-6.79401042048962,2.94646307461037,-15.2596588134766,1.30373930931091,-0.060149612692328,-0.328928760670277,9.2645997469734,3.07408785253002,2.42890429496765,17.7820873260498,0.349145572482273,-0.568450361589373,-5.26201064281748,2.96569663291025,-17.2680606842041,0.978833436965942,-0.74441487594544,0.176068250905945,8.01949909771059,2.12647514746665,2.62398099899292,16.06467628479,0.514533597102815,0.276502556280876,-4.16716701273405,1.46519313487035,-8.04110431671143,0.184269070625305,0.082241193274485,-0.226160458533758,4.6745130631012,1.64344236998002,-1.65260422229767,10.0160732269287,-0.206694171653282,0.193729970792103,-3.02650383241527,1.70695373213709,-8.57454299926758,3.11894249916077,0.435708696250829,0.318187027974609,3.84162663009187,1.81038047248318,-2.99368238449097,8.3363151550293,-0.624328075656865,0.684060495416126,-4.40463359194157,1.49539360415863,-9.60133075714111,0.321123361587524,-0.002246265478469,0.245481521785969
classical,25.1466127540851,24.0848071962998,-92.5644149780274,88.6501617431641,-0.718813639608787,1.60869261353774,21.6873521715785,5.13472662229699,10.2140188217163,38.8659858703613,0.24469643589587,-0.329611078130134,9.25083880025628,2.83707155894023,-0.220344036817551,17.8640174865723,-0.183202617969416,0.068782942862426,-6.10612610686253,2.90408293569737,-16.6711044311523,0.620931804180145,-0.081852517209919,-0.555541685569373,9.49528476154234,2.94276273244563,2.77483201026916,19.0812587738037,0.475315325965122,-0.316014923705927,-5.19223322687006,2.83682699324979,-15.3840894699097,2.4454665184021,-0.657400704928658,0.128753917014982,8.16393996161369,2.32562561419374,-1.66402351856232,15.9039316177368,0.267952316738425,0.393823163284116,-3.76477038754257,1.55490844908324,-8.87080860137939,0.270823806524277,-0.275147463805265,0.081471336993176,4.91124935076945,1.78837656321453,-0.478429287672043,9.60857963562012,-0.210036298298447,-0.069226708465283,-2.78015577600445,1.78380831199952,-8.07981204986572,4.39596605300903,0.485531059207019,0.914608896542574,3.98897973646691,1.86834187369218,-3.09825348854065,9.86340618133545,-0.472421808855595,0.519083237693392,-4.50652723092056,1.43731718023052,-9.77243423461914,0.386749118566513,-0.03643787654551,0.853317074145416
classical,25.3448306142658,34.4862109447305,-113.805885314941,93.88818359375,-0.799194622262285,0.594341173523078,21.7092060347282,6.16957804958695,4.69718265533447,40.4300842285156,-0.024934025306562,0.271919600724136,9.23572648404864,3.05811804287189,-3.9656286239624,17.1053161621094,-0.449558269869841,0.760914702666844,-6.31670119166983,3.18331009488601,-16.2152919769287,1.8334379196167,-0.139304667530256,-0.405557639066391,9.11832642061429,3.20245315809576,0.553721606731415,20.1630802154541,0.337649639348981,-0.037511535428931,-5.59681355914964,3.0052759379595,-15.4173622131348,1.25003814697266,-0.641861416269334,0.083043246808809,7.1225184168734,2.8200866230364,-1.66405487060547,14.6446771621704,-0.343513337713,0.308129799642606,-4.56271935263029,1.9529424323878,-12.6927804946899,0.413184851408005,-0.73053110617436,0.720586197704817,4.66767930194231,1.71794135392817,-2.25998187065125,12.0130805969238,-0.367047827573335,0.903349242883149,-3.31149887170234,1.76336466953342,-7.83203935623169,2.72473978996277,0.364823613764767,0.254418753926741,4.09812980407687,2.17391884445413,-3.71691107749939,11.7279262542725,0.021563511544171,0.877758460636608,-4.2733757196292,1.63140075394566,-9.26271533966064,1.52095282077789,0.237811568329105,0.160630591816254
classical,24.9212891668812,27.9587237351155,-112.955535888672,83.1740036010742,-0.529180050606872,-0.01699159515136,22.2260857796864,5.1314586782321,7.16597652435303,39.5378570556641,0.288351086022454,-0.176713113465005,8.79911789530182,2.89661361091534,-0.510615050792694,16.4302825927734,-0.197363877181032,-0.127019519578258,-6.6169205238584,2.94246136894966,-15.7425804138184,0.537609815597534,-0.10756905098382,-0.409472293063583,9.54888805263657,2.85985674820768,3.06132650375366,18.2070713043213,0.365559576472068,-0.324836508197852,-5.554212552479,2.87743453380207,-15.2257852554321,1.77626407146454,-0.512290736599017,-0.105839028920354,8.39205876949092,2.19800792115144,2.7135763168335,15.6807775497437,0.456916706400169,-0.046094888953777,-3.89903624145403,1.56183941017405,-9.59051895141602,1.45356106758118,-0.114738017120085,-0.084405434275083,4.5364043601944,1.69248470518314,-1.25257647037506,8.94229316711426,-0.343728786278407,0.20377545401922,-2.89632024345898,1.93679621403578,-7.90406703948975,6.25206184387207,0.710361152904995,1.191655455878,3.40102229409285,1.84087463858798,-3.67222595214844,8.32558345794678,-0.764662644621355,0.75018882918383,-4.69585977545793,1.51026642361732,-9.45693778991699,0.474817514419556,0.181324659389801,0.114872911910453
classical,4.31681438282463,27.0732993525772,-124.726196289063,62.1047401428223,-0.757534286925059,0.684063925008783,18.8904398998274,5.4726361635403,4.44650220870972,35.3360443115234,0.321821880710544,-0.441645590813755,9.43541020923484,3.20784009595744,-4.87560558319092,19.7583198547363,-0.758486112132163,2.20133686095549,-4.19816836016307,2.85662455553407,-16.4115734100342,2.05893278121948,-0.672161671312655,0.709094459764623,10.8256691244964,2.9456505982795,4.24105215072632,21.6626586914062,0.471327084955828,-0.245463439322457,-3.80303643543932,2.7383748853241,-13.5593500137329,2.27704381942749,-0.750455629571726,0.355560522525554,7.56142329223793,2.03255636606409,2.71797657012939,17.1928386688232,0.725857733411947,0.921669612800147,-4.73273764719345,1.6371655783088,-10.1785898208618,-0.607172191143036,-0.256798968670523,-0.077322087640004,4.37334482520254,1.65599252566704,-1.71545338630676,9.5506534576416,0.000904911083895,0.041992410268347,-2.82293505461011,1.8468876757366,-6.79664373397827,5.961181640625,0.867825947794684,1.24170748101282,4.1099920801801,1.70716602212213,-3.37023210525513,8.2354040145874,-0.569609314950402,0.555772355282933,-4.50629310070699,1.65970953583401,-9.74002265930176,2.84635996818542,0.603441369377074,1.43496483784064
jazz,32.1598585508807,43.1824980135221,-130.971450805664,131.613525390625,-0.017356043622628,-0.464770179626269,18.5851680935472,6.74328179518346,-3.51334929466248,34.0737648010254,-0.42872387348133,0.164783909257389,11.9765710956053,4.47267143319733,-2.98869681358337,24.254207611084,-0.261869493037466,0.242980720545702,-3.56013556092091,3.27751027697373,-11.7873468399048,5.39322757720947,0.025502029602195,-0.549978020991254,6.57592823875409,2.1213416274854,0.603547275066376,14.1348476409912,0.182658512579624,0.140292970691187,-4.5030294242929,1.69174580413896,-9.68229007720947,0.690536916255951,-0.243405301304377,0.066441445422695,5.51675143608413,1.58633556294281,-1.1459299325943,9.75593280792236,-0.188778768289865,0.268909077511815,-4.16352295131361,1.61596182270189,-9.24867820739746,1.4089583158493,-0.327574144486594,0.648800385676023,4.95193374574254,1.41178398702476,0.763708591461181,9.76648330688477,0.028275219944125,0.006468284336892,-3.7371404253581,1.37314162364591,-9.89108085632324,0.599797427654266,0.020221887768769,0.927695011773764,4.91016597201876,1.71531146312055,-0.389262646436691,13.9512844085693,0.254085602964004,0.775059742812354,-3.93033051521212,1.34282850353596,-8.25037097930908,0.225881397724152,-0.026588843494975,0.118973265613867
jazz,2.96946243310615,36.4908353282153,-175.158508300781,92.260139465332,-0.204821371028104,0.806378394255816,17.584826189829,6.01564553339768,1.68933129310608,35.8200454711914,0.023475990392652,-0.153488788086596,11.5982557793116,3.69944734625341,-2.37124419212341,24.5402336120605,0.009540541560862,0.561092699348783,-3.37309025163689,3.40769156898075,-15.3559732437134,5.20513391494751,-0.18841435759228,-0.410449383787313,7.3076199896225,2.5583865913542,-2.24853253364563,17.0086841583252,-0.144906896992918,0.833361033086615,-4.68733784166907,2.15998512822141,-13.2210721969604,0.81377774477005,-0.441252364242589,-0.132106741483054,5.71456052842816,1.71790840234037,-1.62178909778595,10.7213878631592,-0.315102687670573,0.513108311123425,-4.00399259873421,1.50581669569849,-11.1525917053223,1.44222187995911,-0.504361750239439,1.22258270640181,5.20340007480969,1.57582408639482,-0.689993917942047,13.119460105896,0.128439338442867,1.10524526302683,-3.51010974361849,1.36402454953714,-8.09360122680664,1.17226529121399,0.305633924900033,0.536904250952596,5.33518955650519,1.44979917163457,-0.965376436710358,11.7438201904297,0.02937439819955,1.30179574000313,-3.6228585495193,1.34744244965815,-7.67414712905884,1.10362660884857,0.43064977314474,0.56951385110035
jazz,45.1275484211386,32.1817634331367,-142.588027954102,104.591728210449,-0.881766005791637,1.0384874460973,25.1147345639722,7.87127729932101,5.88051462173462,48.6980590820312,0.2180725809678,-0.515552769522472,13.2447591227596,5.28219296920678,-0.470555365085602,31.2139759063721,-0.119257959862313,0.103628791471026,-6.09496596767518,5.6037511343794,-20.0559005737305,4.51019239425659,-0.266291422775932,-0.875031129786273,6.16544784056055,2.43168658321444,0.139268919825554,16.8981342315674,0.589372140752385,0.779495203853101,-5.1737464452847,2.30698616839766,-16.9250888824463,-0.796182751655579,-1.33019882236335,2.48923660296782,6.16076148432639,1.71763709472569,1.86634957790375,13.6119089126587,0.443955884490637,0.644087816123692,-4.45474507691841,1.57741651239415,-9.98044300079346,-0.778741240501404,-0.326992842814133,-0.187549704087239,6.51887059239551,1.6092407142896,1.4886611700058,11.5268878936768,0.36809626276392,0.042863080286813,-3.99666660555498,1.58356852411598,-8.11414337158203,2.73372173309326,0.34729833089564,0.574004973321314,4.59470316708575,1.24793124282336,0.337338268756866,8.67154502868652,0.175830147823012,0.338459458170597,-5.98014770116105,1.52083511324482,-11.3349857330322,-2.10839009284973,-0.220497928954125,-0.400368037501908
jazz,26.2052982358045,33.5537756458442,-81.0217208862305,90.6571884155273,-0.32054299733004,-0.62597465896045,19.5897909890774,6.61857163416874,4.092848777771,44.4066505432129,0.647229425883991,0.612673531909057,16.8334362897762,4.15104561275315,2.23684525489807,29.8607883453369,0.384048035791031,0.373725557625662,0.128635646670253,2.92821395813205,-16.6902179718018,5.73296546936035,-1.31663290262009,3.03003642213634,7.467133216248,2.06835043631633,2.12167859077454,16.3547344207764,0.48855463692014,0.560480968348284,-5.4479185157044,2.80339152321436,-14.6588087081909,-0.452994883060455,-0.824924372713645,0.427408640689881,6.45421411381211,2.07552396972332,1.32263779640198,13.4314832687378,0.72557869539557,0.297223275533584,-4.10364212444009,1.44100541918888,-9.33927440643311,0.223496958613396,-0.489102871057519,0.630077362563961,5.09861475970856,1.55249075800655,-1.86967051029205,10.5404748916626,0.24341252681101,1.24880357342429,-3.93442743153983,1.78828438644415,-10.3358688354492,3.15414714813232,0.718678928826456,1.07271462849149,4.05861890039104,1.78772570981119,-3.59910655021667,8.64632892608643,-1.0163842291377,1.48771370262141,-4.20450779276705,1.86094988020345,-9.20124435424805,2.83191227912903,0.71120417845015,0.991899066428786
jazz,52.5092241855555,25.0080403194533,-42.7307548522949,109.490829467773,-0.378003203173382,-0.246528892084795,17.8510405834331,6.72636380269089,2.61342573165894,36.3751220703125,0.371117194786093,-0.549720542167919,13.0185104741607,3.09687001459655,-0.906246244907379,21.8113632202148,-0.408083525790333,1.08314655467593,-1.40665730870915,3.12125379042963,-12.7423009872437,5.36859273910522,-0.834482144805696,0.221514075141985,9.5993969850762,2.61080153563652,3.50489330291748,20.0468063354492,0.901840468238693,0.685764541804178,-3.41760283785894,2.3479681650005,-14.3510541915894,0.534416615962982,-1.40572673783467,2.32693229909746,7.0883222094802,1.85787044410961,2.43786358833313,14.6628456115723,0.904114219214105,1.16478861468678,-4.0877440020572,1.62869964012714,-8.95016098022461,1.36473214626312,-0.153457552563858,-0.269087460991656,4.78691091287968,1.54106435331576,-0.475735604763031,9.57442569732666,-0.075251177277364,0.302215733225868,-3.82637995968378,1.56631968948607,-7.96779632568359,4.82342720031738,0.866783351289003,3.85883677960533,4.92810853842841,1.39947177172253,-5.35495758056641,9.68989849090576,-1.0827652268455,5.84743664213548,-4.37882438004883,1.10843454472193,-7.61098098754883,2.8194580078125,0.713358395898056,3.86025657938935
jazz,53.9069429428742,35.6515633540557,-90.5378494262695,120.062065124512,-1.22794353986559,1.58857049707499,17.6379653065527,7.21521226785675,-0.438817709684372,40.8575782775879,0.132191864482685,-0.538952826609075,10.7963202793951,4.04309373019138,-3.11106204986572,26.7001533508301,-0.472669500887276,0.926428806403498,-2.92627963664982,3.07712747331411,-16.0231990814209,4.11290121078491,-1.04638627292526,1.81880806901727,8.86052503424605,2.99710334360321,-0.000887178117409,19.8782119750977,0.649685828560107,0.17893678948141,-6.57834988867249,3.3165426535551,-18.2447757720947,-0.24950909614563,-0.645848902377745,-0.064078348501246,5.68628125431401,2.66908367752278,-2.32131719589233,12.9926080703735,-0.040959636952163,-0.099119111865389,-4.74071569488652,1.7285278143948,-10.8947048187256,-0.677725374698639,-0.458462762271782,-0.184320931791798,4.33253208614773,2.01877026019949,-3.2898428440094,11.0680513381958,-0.211809227168867,0.197026394564722,-3.50197305762434,2.63126417131586,-11.8493576049805,6.06546878814697,0.727422166807829,0.538475268685986,3.40191595529966,2.11138561120818,-5.18179082870483,8.22788047790527,-0.903878016968794,0.796509677450356,-3.71366225886053,1.87017677278666,-9.88449573516846,3.62309265136719,0.32376951610267,0.671082884344354
